"curve","x","density"
"Bulk spectrum",5.42320856386188,0.0483507279047216
"Bulk spectrum",5.43711483639549,0.0478863068761647
"Bulk spectrum",5.45102110892909,0.0474176954548121
"Bulk spectrum",5.46492738146269,0.0469455370348502
"Bulk spectrum",5.4788336539963,0.0464712601246592
"Bulk spectrum",5.4927399265299,0.045996455541422
"Bulk spectrum",5.50664619906351,0.0455224812482879
"Bulk spectrum",5.52055247159711,0.0450506576790641
"Bulk spectrum",5.53445874413071,0.0445821921384746
"Bulk spectrum",5.54836501666432,0.0441181095309309
"Bulk spectrum",5.56227128919792,0.0436591919189444
"Bulk spectrum",5.57617756173152,0.0432062889293894
"Bulk spectrum",5.59008383426513,0.0427596839591379
"Bulk spectrum",5.60399010679873,0.042318396025471
"Bulk spectrum",5.61789637933234,0.0418817137145138
"Bulk spectrum",5.63180265186594,0.0414486649359679
"Bulk spectrum",5.64570892439954,0.0410180656561486
"Bulk spectrum",5.65961519693315,0.0405885741065797
"Bulk spectrum",5.67352146946675,0.0401587483145362
"Bulk spectrum",5.68742774200036,0.0397269401336509
"Bulk spectrum",5.70133401453396,0.0392910875037513
"Bulk spectrum",5.71524028706756,0.0388501080393783
"Bulk spectrum",5.72914655960117,0.0384028391386265
"Bulk spectrum",5.74305283213477,0.0379482786248672
"Bulk spectrum",5.75695910466837,0.0374855922167766
"Bulk spectrum",5.77086537720198,0.0370141127788561
"Bulk spectrum",5.78477164973558,0.0365333319967599
"Bulk spectrum",5.79867792226919,0.0360426051041538
"Bulk spectrum",5.81258419480279,0.0355405926365444
"Bulk spectrum",5.82649046733639,0.0350284921270627
"Bulk spectrum",5.84039673987,0.0345062134027299
"Bulk spectrum",5.8543030124036,0.0339736570909667
"Bulk spectrum",5.8682092849372,0.0334306818954543
"Bulk spectrum",5.88211555747081,0.0328770727441884
"Bulk spectrum",5.89602183000441,0.0323125102760455
"Bulk spectrum",5.90992810253802,0.0317364096929802
"Bulk spectrum",5.92383437507162,0.0311462378661772
"Bulk spectrum",5.93774064760522,0.0305428005046095
"Bulk spectrum",5.95164692013883,0.0299249531822597
"Bulk spectrum",5.96555319267243,0.029291352538873
"Bulk spectrum",5.97945946520604,0.0286404723868609
"Bulk spectrum",5.99336573773964,0.0279706309391064
"Bulk spectrum",6.00727201027324,0.0272800296321244
"Bulk spectrum",6.02117828280685,0.0265668039789641
"Bulk spectrum",6.03508455534045,0.0258248710771286
"Bulk spectrum",6.04899082787406,0.0250559628858974
"Bulk spectrum",6.06289710040766,0.0242588956669169
"Bulk spectrum",6.07680337294126,0.0234327177035884
"Bulk spectrum",6.09070964547487,0.0225769674891402
"Bulk spectrum",6.10461591800847,0.021691763559712
"Bulk spectrum",6.11852219054208,0.0207778836236384
"Bulk spectrum",6.13242846307568,0.0198368299675575
"Bulk spectrum",6.14633473560928,0.0188680439013919
"Bulk spectrum",6.16024100814289,0.0178785284713792
"Bulk spectrum",6.17414728067649,0.0168732251106285
"Bulk spectrum",6.18805355321009,0.0158571482703708
"Bulk spectrum",6.2019598257437,0.0148358636368427
"Bulk spectrum",6.2158660982773,0.0138153691973975
"Bulk spectrum",6.22977237081091,0.0128019615250548
"Bulk spectrum",6.24367864334451,0.011802090445037
"Bulk spectrum",6.25758491587811,0.0108256631353059
"Bulk spectrum",6.27149118841172,0.00987858897797595
"Bulk spectrum",6.28539746094532,0.00896557535384491
"Bulk spectrum",6.29930373347893,0.00809160430427217
"Bulk spectrum",6.31321000601253,0.007260984782102
"Bulk spectrum",6.32711627854613,0.00647728526302793
"Bulk spectrum",6.34102255107974,0.00574328782628477
"Bulk spectrum",6.35492882361334,0.00506096384834778
"Bulk spectrum",6.36883509614695,0.00443704662619544
"Bulk spectrum",6.38274136868055,0.00386916779690298
