"normal_quantile","empirical_quantile"
-0.62394049189569,-0.566734440299465
-0.621911595580624,-0.566044495987266
-0.619885256091827,-0.563915072717592
-0.617861458693779,-0.562887110655387
-0.615840188747972,-0.561998380371828
-0.613821431711952,-0.561337221176899
-0.611805173138376,-0.560265570412455
-0.60979139867408,-0.558210863945446
-0.607780094059157,-0.557828833613404
-0.605771245126046,-0.555663853128166
-0.60376483779863,-0.55357464889281
-0.60176085809135,-0.55249429205356
-0.599759292108324,-0.552085934803655
-0.597760126042478,-0.550937423315989
-0.595763346174689,-0.547888676714573
-0.593768938872932,-0.547754899226099
-0.591776890591446,-0.544603419668269
-0.589787187869905,-0.542782763799205
-0.587799817332593,-0.542243530774486
-0.585814765687599,-0.538297869088632
-0.583832019726014,-0.538199257799756
-0.581851566321139,-0.536760376638884
-0.579873392427704,-0.536209748890377
-0.577897485081095,-0.532007821760154
-0.575923831396582,-0.531695139346097
-0.573952418568573,-0.529717918527018
-0.57198323386986,-0.529476438828789
-0.570016264650879,-0.52934022204697
-0.568051498338983,-0.521404831591406
-0.566088922437716,-0.520167498426952
-0.5641285245261,-0.516494528280635
-0.562170292257926,-0.515727123437378
-0.560214213361059,-0.515235747767584
-0.558260275636743,-0.514591089645356
-0.556308466958918,-0.51387243181794
-0.554358775273547,-0.513841752597265
-0.552411188597943,-0.513257057591302
-0.550465695020113,-0.507609494233576
-0.548522282698098,-0.50613355177192
-0.546580939859332,-0.504019089999166
-0.544641654799999,-0.501444720821104
-0.5427044158844,-0.500683084331408
-0.540769211544328,-0.497461195535902
-0.53883603027845,-0.497228022506429
-0.536904860651692,-0.495895630586998
-0.534975691294633,-0.494906430275384
-0.533048510902909,-0.494891433976622
-0.531123308236617,-0.494219091448397
-0.529200072119728,-0.492778243001526
-0.527278791439508,-0.491815251386596
-0.525359455145945,-0.489371692333969
-0.523442052251177,-0.488890814390829
-0.521526571828932,-0.487596898550423
-0.519613003013972,-0.487434273556253
-0.517701335001543,-0.484436132041981
-0.515791557046827,-0.484055263637721
-0.513883658464409,-0.481840825787113
-0.511977628627735,-0.481834496081411
-0.510073456968595,-0.48136530576707
-0.50817113297659,-0.481299131487527
-0.506270646198622,-0.481143771469702
-0.504371986238381,-0.480954333916888
-0.502475142755837,-0.478912936696004
-0.50058010546674,-0.477852016762301
-0.498686864142122,-0.477663947488616
-0.496795408607811,-0.476120804714137
-0.494905728743939,-0.47350765173899
-0.493017814484465,-0.472562723415787
-0.491131655816697,-0.471546663471044
-0.489247242780823,-0.471030562597311
-0.487364565469441,-0.468557728288006
-0.485483614027097,-0.468257271356744
-0.483604378649834,-0.466417020222052
-0.48172684958473,-0.466158170186467
-0.479851017129458,-0.466007058638004
-0.477976871631837,-0.465501363328308
