"n","theoretical","observed"
150,0.887112918461775,0.827211909815915
150,0.888671764994316,0.827526154283969
150,0.890231827475913,0.828458560976113
150,0.891793107805005,0.828723866818157
150,0.893355607884478,0.82961518217725
150,0.894919329621682,0.829931337555385
150,0.896484274928446,0.830110001728865
150,0.898050445721088,0.830119859737509
150,0.899617843920433,0.835851459852115
150,0.901186471451825,0.841677235110197
150,0.902756330245141,0.843411818929359
150,0.904327422234809,0.847172241779707
150,0.905899749359816,0.847287521650492
150,0.907473313563727,0.852442821652928
150,0.909048116794699,0.85281504566343
150,0.910624161005492,0.854267225260413
150,0.912201448153488,0.855761568551599
150,0.913779980200705,0.858669653610954
150,0.915359759113807,0.859053066373903
150,0.916940786864125,0.860486580070069
150,0.918523065427667,0.860606882032626
150,0.920106596785135,0.862450992117571
150,0.92169138292194,0.863371775000596
150,0.923277425828216,0.864525435515407
150,0.924864727498835,0.866229632959252
150,0.926453289933424,0.872472382206779
150,0.928043115136376,0.877512172551031
150,0.929634205116871,0.877878914597949
150,0.931226561888885,0.878076617295417
150,0.932820187471211,0.886520453593828
150,0.934415083887469,0.891927852175111
150,0.936011253166125,0.892468591130207
150,0.937608697340507,0.893720925538759
150,0.939207418448817,0.893994885515112
150,0.940807418534151,0.894105650825066
150,0.942408699644509,0.89473209799714
150,0.944011263832817,0.894860281164863
150,0.945615113156939,0.897136209115001
150,0.947220249679694,0.897186711635189
150,0.948826675468871,0.898408944754096
150,0.950434392597246,0.900437101297996
150,0.952043403142597,0.901866983682434
150,0.953653709187722,0.901965501679627
150,0.955265312820453,0.902840744723395
150,0.956878216133674,0.903409183009408
150,0.958492421225336,0.90378494694707
150,0.960107930198474,0.905035013146328
