"normal_quantile","empirical_quantile"
-0.247312136806196,-0.0810630771769991
-0.245589523422081,-0.0773522624865739
-0.243867638491923,-0.0708359240783512
-0.242146476298991,-0.0690338979549351
-0.240426031142308,-0.0614971341100943
-0.238706297336511,-0.0609190657973184
-0.236987269211696,-0.0546302070642824
-0.23526894111328,-0.0537652760205106
-0.233551307401847,-0.0534119963653248
-0.23183436245301,-0.0525934574896903
-0.230118100657266,-0.0514787605421238
-0.228402516419851,-0.0504857301320327
-0.226687604160602,-0.0491704936764758
-0.224973358313812,-0.0491231310531042
-0.223259773328092,-0.0459112368760836
-0.221546843666235,-0.0454494815979865
-0.219834563805069,-0.0453177075703266
-0.218122928235328,-0.0447741398785628
-0.21641193146151,-0.0439225096578759
-0.214701568001745,-0.0430372380884918
-0.212991832387653,-0.0429176372538393
-0.211282719164219,-0.0420002491192136
-0.209574222889649,-0.0403852482672984
-0.207866338135247,-0.0398680173075084
-0.206159059485273,-0.038263265343577
-0.204452381536821,-0.0365994817208123
-0.20274629889968,-0.036564856986395
-0.201040806196209,-0.0357964916962566
-0.199335898061207,-0.0345601849100722
-0.197631569141782,-0.0323160907417674
-0.195927814097225,-0.0317175045023226
-0.194224627598883,-0.0298513301613974
-0.192522004330032,-0.0295381025431409
-0.19081993898575,-0.0287485032336954
-0.189118426272792,-0.027273615139713
-0.187417460909469,-0.0270473563413837
-0.185717037625516,-0.0269836077584256
-0.18401715116198,-0.0267885515867098
-0.182317796271085,-0.0265442162991463
-0.18061896771612,-0.0252523682133656
-0.178920660271312,-0.0252211701462457
-0.177222868721707,-0.0224933815423271
-0.17552558786305,-0.017647636686064
-0.173828812501662,-0.0171499253082655
-0.172132537454328,-0.016827874719065
-0.170436757548171,-0.0161522088251799
-0.168741467620538,-0.0116752504759714
-0.167046662518882,-0.00962380849509887
-0.165352337100645,-0.00958490798528809
-0.163658486233141,-0.00823320063644702
-0.161965104793443,-0.00494758421277866
-0.160272187668264,-0.00397711438491368
-0.158579729753843,-0.00390929069965918
-0.156887725955836,-0.00366664455863856
-0.155196171189194,-0.00073229791950999
-0.153505060378057,-9.66271788502962e-05
-0.151814388455637,0.000885805156749055
-0.150124150364106,0.00399272701425271
-0.14843434105449,0.00443911402959707
-0.146744955486549,0.00708261372013448
-0.145055988628672,0.00837016855925967
-0.143367435457767,0.00904242128166853
-0.141679290959147,0.00987727089802227
-0.139991550126426,0.00991066349398961
-0.138304207961404,0.010897448168394
-0.136617259473966,0.0138745538020076
-0.134930699681965,0.014711485404542
-0.133244523611124,0.0163614573297029
-0.131558726294919,0.0172374264401539
-0.129873302774482,0.017750173634886
-0.128188248098485,0.0183393272201707
-0.126503557323044,0.0200931191634162
-0.124819225511603,0.0201957941639323
-0.123135247734837,0.0225497970833953
-0.121451619070543,0.0237406275684708
-0.119768334603538,0.0244667405341014
-0.118085389425553,0.0248758580061
-0.116402778635129,0.0259026002964873
-0.114720497337515,0.0273785303636109
-0.113038540644565,0.0295629693060619
-0.111356903674635,0.0325345753252019
-0.109675581552481,0.0331887170033866
-0.107994569409154,0.0355875669243805
-0.106313862381904,0.0383710551909905
-0.104633455614075,0.0390420111162987
-0.102953344255004,0.0425147918640768
-0.10127352345992,0.0430683153825608
-0.099593988389847,0.0440376361487628
-0.0979147342114993,0.0440610356271211
-0.0962357560971854,0.0452385351644174
