"standardized_alpha","quantity","standardized_error"
-0.119206617142143,"Delta",-0.690896960594689
0.180998645992501,"Delta",0.0119864088272767
-0.108519246200464,"Delta",-0.237417866322942
0.826742812516708,"Delta",0.119648633060151
-2.36208087276643,"Delta",-1.37349490774917
0.752033234111321,"Delta",0.6118134135805
0.225617927540029,"Delta",-0.238078134664969
-1.87029846510706,"Delta",-1.05525699558172
0.00399272701425271,"Delta",-0.43979356370603
-1.47483038787021,"Delta",-0.995920713501986
1.93189150174885,"Delta",2.15270430889177
-0.0491704936765059,"Delta",-0.315221217664331
1.15877117432783,"Delta",1.25364227608981
1.57044806579807,"Delta",1.95871905787161
-0.177644819140232,"Delta",-0.40646823935535
1.53122925788106,"Delta",1.34501809154612
0.344181451843009,"Delta",0.0253911560355624
0.151130324746159,"Delta",0.0641734652164261
